,experiment,episode,reward,step,epsilon
65,ddqn,65,248.0,3371,0.01
66,ddqn,66,248.0,3401,0.01
67,ddqn,67,248.0,3431,0.01
68,ddqn,68,251.0,3460,0.01
69,ddqn,69,636.0,3541,0.01
70,ddqn,70,249.0,3571,0.01
71,ddqn,71,252.0,3598,0.01
72,ddqn,72,252.0,3627,0.01
73,ddqn,73,249.0,3657,0.01
74,ddqn,74,251.0,3686,0.01
75,ddqn,75,249.0,3716,0.01
76,ddqn,76,247.0,3745,0.01
77,ddqn,77,251.0,3779,0.01
78,ddqn,78,250.0,3808,0.01
79,ddqn,79,632.0,3886,0.01
80,ddqn,80,252.0,3915,0.01
81,ddqn,81,252.0,3944,0.01
82,ddqn,82,252.0,3973,0.01
83,ddqn,83,575.0,4216,0.01
84,ddqn,84,249.0,4246,0.01
85,ddqn,85,243.0,4280,0.01
86,ddqn,86,249.0,4310,0.01
87,ddqn,87,250.0,4341,0.01
88,ddqn,88,249.0,4371,0.01
89,ddqn,89,631.0,4446,0.01
90,ddqn,90,250.0,4475,0.01
91,ddqn,91,1394.0,4845,0.01
92,ddqn,92,252.0,4872,0.01
93,ddqn,93,253.0,4900,0.01
94,ddqn,94,252.0,4927,0.01
95,ddqn,95,253.0,4955,0.01
96,ddqn,96,253.0,4983,0.01
97,ddqn,97,252.0,5010,0.01
98,ddqn,98,252.0,5037,0.01
99,ddqn,99,252.0,5064,0.01
100,ddqn,100,252.0,5091,0.01
101,ddqn,101,252.0,5118,0.01
102,ddqn,102,252.0,5145,0.01
103,ddqn,103,252.0,5172,0.01
104,ddqn,104,252.0,5199,0.01
105,ddqn,105,252.0,5226,0.01
106,ddqn,106,252.0,5253,0.01
107,ddqn,107,251.0,5282,0.01
108,ddqn,108,252.0,5309,0.01
109,ddqn,109,252.0,5336,0.01
110,ddqn,110,252.0,5363,0.01
111,ddqn,111,252.0,5390,0.01
112,ddqn,112,252.0,5417,0.01
113,ddqn,113,252.0,5444,0.01
114,ddqn,114,611.0,5591,0.01
115,ddqn,115,634.0,5666,0.01
116,ddqn,116,252.0,5693,0.01
117,ddqn,117,252.0,5720,0.01
118,ddqn,118,252.0,5747,0.01
119,ddqn,119,252.0,5774,0.01
120,ddqn,120,252.0,5801,0.01
121,ddqn,121,614.0,6070,0.01
122,ddqn,122,252.0,6097,0.01
123,ddqn,123,252.0,6124,0.01
124,ddqn,124,252.0,6151,0.01
125,ddqn,125,252.0,6178,0.01
126,ddqn,126,252.0,6205,0.01
127,ddqn,127,249.0,6232,0.01
128,ddqn,128,252.0,6259,0.01
129,ddqn,129,252.0,6286,0.01
130,ddqn,130,252.0,6313,0.01
131,ddqn,131,252.0,6340,0.01
132,ddqn,132,252.0,6367,0.01
133,ddqn,133,252.0,6394,0.01
134,ddqn,134,252.0,6421,0.01
135,ddqn,135,252.0,6448,0.01
136,ddqn,136,252.0,6475,0.01
137,ddqn,137,252.0,6502,0.01
138,ddqn,138,252.0,6529,0.01
139,ddqn,139,250.0,6556,0.01
140,ddqn,140,252.0,6583,0.01
141,ddqn,141,252.0,6610,0.01
142,ddqn,142,249.0,6637,0.01
143,ddqn,143,761.0,6885,0.01
144,ddqn,144,252.0,6912,0.01
145,ddqn,145,252.0,6939,0.01
146,ddqn,146,252.0,6966,0.01
147,ddqn,147,252.0,6993,0.01
148,ddqn,148,252.0,7020,0.01
149,ddqn,149,252.0,7047,0.01
150,ddqn,150,252.0,7074,0.01
151,ddqn,151,252.0,7101,0.01
152,ddqn,152,252.0,7128,0.01
153,ddqn,153,251.0,7157,0.01
154,ddqn,154,252.0,7184,0.01
155,ddqn,155,252.0,7211,0.01
156,ddqn,156,252.0,7238,0.01
157,ddqn,157,252.0,7265,0.01
158,ddqn,158,252.0,7292,0.01
159,ddqn,159,252.0,7319,0.01
160,ddqn,160,252.0,7346,0.01
161,ddqn,161,249.0,7373,0.01
162,ddqn,162,247.0,7400,0.01
163,ddqn,163,248.0,7427,0.01
164,ddqn,164,252.0,7454,0.01
165,ddqn,165,247.0,7482,0.01
166,ddqn,166,252.0,7509,0.01
167,ddqn,167,247.0,7537,0.01
168,ddqn,168,252.0,7564,0.01
169,ddqn,169,252.0,7591,0.01
170,ddqn,170,252.0,7618,0.01
171,ddqn,171,249.0,7645,0.01
172,ddqn,172,252.0,7672,0.01
173,ddqn,173,252.0,7699,0.01
174,ddqn,174,249.0,7726,0.01
175,ddqn,175,249.0,7753,0.01
176,ddqn,176,252.0,7780,0.01
177,ddqn,177,252.0,7807,0.01
178,ddqn,178,252.0,7834,0.01
179,ddqn,179,783.0,7984,0.01
180,ddqn,180,252.0,8011,0.01
181,ddqn,181,252.0,8038,0.01
182,ddqn,182,252.0,8065,0.01
183,ddqn,183,250.0,8092,0.01
184,ddqn,184,252.0,8119,0.01
185,ddqn,185,1327.0,8374,0.01
186,ddqn,186,252.0,8401,0.01
187,ddqn,187,248.0,8428,0.01
188,ddqn,188,252.0,8455,0.01
189,ddqn,189,252.0,8482,0.01
190,ddqn,190,252.0,8509,0.01
191,ddqn,191,621.0,8594,0.01
192,ddqn,192,252.0,8621,0.01
193,ddqn,193,252.0,8648,0.01
194,ddqn,194,623.0,8733,0.01
195,ddqn,195,249.0,8761,0.01
196,ddqn,196,252.0,8788,0.01
197,ddqn,197,249.0,8816,0.01
198,ddqn,198,252.0,8843,0.01
199,ddqn,199,252.0,8870,0.01
200,ddqn,200,252.0,8897,0.01
201,ddqn,201,252.0,8924,0.01
202,ddqn,202,252.0,8951,0.01
203,ddqn,203,437.0,9917,0.01
204,ddqn,204,1423.0,10144,0.01
205,ddqn,205,608.0,10261,0.01
206,ddqn,206,640.0,10400,0.01
207,ddqn,207,565.0,10685,0.01
208,ddqn,208,626.0,10758,0.01
209,ddqn,209,636.0,10839,0.01
210,ddqn,210,629.0,10922,0.01
211,ddqn,211,721.0,11211,0.01
212,ddqn,212,626.0,11298,0.01
213,ddqn,213,510.0,11901,0.01
214,ddqn,214,631.0,11983,0.01
215,ddqn,215,624.0,12055,0.01
216,ddqn,216,630.0,12128,0.01
217,ddqn,217,629.0,12202,0.01
218,ddqn,218,618.0,12277,0.01
219,ddqn,219,734.0,12591,0.01
220,ddqn,220,635.0,12671,0.01
221,ddqn,221,627.0,12743,0.01
222,ddqn,222,640.0,12883,0.01
223,ddqn,223,1045.0,13022,0.01
224,ddqn,224,713.0,13454,0.01
225,ddqn,225,1045.0,13591,0.01
226,ddqn,226,611.0,13657,0.01
227,ddqn,227,616.0,13726,0.01
228,ddqn,228,1406.0,14029,0.01
229,ddqn,229,552.0,14437,0.01
230,ddqn,230,1436.0,14607,0.01
231,ddqn,231,629.0,14680,0.01
232,ddqn,232,805.0,14875,0.01
233,ddqn,233,538.0,15332,0.01
234,ddqn,234,1438.0,15491,0.01
235,ddqn,235,997.0,15879,0.01
236,ddqn,236,608.0,15945,0.01
237,ddqn,237,763.0,16348,0.01
238,ddqn,238,618.0,16494,0.01
239,ddqn,239,1327.0,16737,0.01
240,ddqn,240,1036.0,16914,0.01
241,ddqn,241,732.0,17246,0.01
242,ddqn,242,706.0,17464,0.01
243,ddqn,243,249.0,17491,0.01
244,ddqn,244,707.0,17674,0.01
245,ddqn,245,249.0,17701,0.01
246,ddqn,246,811.0,17863,0.01
247,ddqn,247,778.0,18193,0.01
248,ddqn,248,764.0,18593,0.01
249,ddqn,249,624.0,18657,0.01
250,ddqn,250,618.0,18719,0.01
251,ddqn,251,620.0,18782,0.01
252,ddqn,252,1587.0,18955,0.01
253,ddqn,253,628.0,19091,0.01
254,ddqn,254,623.0,19167,0.01
255,ddqn,255,609.0,19224,0.01
256,ddqn,256,1677.0,19531,0.01
257,ddqn,257,564.0,19871,0.01
258,ddqn,258,1047.0,20006,0.01
259,ddqn,259,611.0,20065,0.01
260,ddqn,260,1039.0,20234,0.01
261,ddqn,261,636.0,20311,0.01
262,ddqn,262,621.0,20450,0.01
263,ddqn,263,652.0,20517,0.01
264,ddqn,264,627.0,20600,0.01
265,ddqn,265,1637.0,21104,0.01
266,ddqn,266,1008.0,21429,0.01
267,ddqn,267,250.0,21457,0.01
268,ddqn,268,613.0,21523,0.01
269,ddqn,269,1044.0,21672,0.01
270,ddqn,270,625.0,21737,0.01
271,ddqn,271,251.0,21764,0.01
272,ddqn,272,769.0,21912,0.01
273,ddqn,273,1211.0,22731,0.01
274,ddqn,274,1005.0,23050,0.01
275,ddqn,275,810.0,23217,0.01
276,ddqn,276,1321.0,23415,0.01
277,ddqn,277,249.0,23443,0.01
278,ddqn,278,616.0,23575,0.01
279,ddqn,279,818.0,23704,0.01
280,ddqn,280,1046.0,23826,0.01
281,ddqn,281,1038.0,23994,0.01
282,ddqn,282,810.0,24161,0.01
283,ddqn,283,1047.0,24295,0.01
284,ddqn,284,739.0,24452,0.01
285,ddqn,285,1312.0,24768,0.01
286,ddqn,286,995.0,25138,0.01
287,ddqn,287,1330.0,25285,0.01
288,ddqn,288,638.0,25371,0.01
289,ddqn,289,1494.0,25995,0.01
290,ddqn,290,818.0,26123,0.01
291,ddqn,291,610.0,26198,0.01
292,ddqn,292,776.0,26327,0.01
293,ddqn,293,718.0,26952,0.01
294,ddqn,294,638.0,27035,0.01
295,ddqn,295,252.0,27062,0.01
296,ddqn,296,240.0,27092,0.01
297,ddqn,297,612.0,27160,0.01
298,ddqn,298,815.0,27304,0.01
299,ddqn,299,605.0,27401,0.01
300,ddqn,300,1050.0,27520,0.01
301,ddqn,301,654.0,27588,0.01
302,ddqn,302,800.0,27805,0.01
303,ddqn,303,641.0,27938,0.01
304,ddqn,304,1304.0,28331,0.01
305,ddqn,305,1043.0,28481,0.01
306,ddqn,306,357.0,30033,0.01
307,ddqn,307,1322.0,30178,0.01
308,ddqn,308,757.0,30421,0.01
309,ddqn,309,612.0,30487,0.01
310,ddqn,310,1856.0,30731,0.01
311,ddqn,311,611.0,30790,0.01
312,ddqn,312,588.0,31000,0.01
313,ddqn,313,1580.0,31201,0.01
314,ddqn,314,611.0,31259,0.01
315,ddqn,315,654.0,31327,0.01
316,ddqn,316,708.0,31567,0.01
317,ddqn,317,611.0,31625,0.01
318,ddqn,318,1034.0,31823,0.01
319,ddqn,319,629.0,31898,0.01
320,ddqn,320,610.0,31956,0.01
321,ddqn,321,609.0,32013,0.01
322,ddqn,322,609.0,32071,0.01
323,ddqn,323,606.0,32128,0.01
324,ddqn,324,641.0,32261,0.01
325,ddqn,325,631.0,32330,0.01
326,ddqn,326,721.0,32417,0.01
327,ddqn,327,615.0,32483,0.01
328,ddqn,328,632.0,32552,0.01
329,ddqn,329,813.0,32702,0.01
330,ddqn,330,632.0,32784,0.01
331,ddqn,331,250.0,32811,0.01
332,ddqn,332,249.0,32838,0.01
333,ddqn,333,1047.0,32973,0.01
334,ddqn,334,738.0,33500,0.01
335,ddqn,335,632.0,33569,0.01
336,ddqn,336,1246.0,34254,0.01
337,ddqn,337,231.0,34289,0.01
338,ddqn,338,610.0,34355,0.01
339,ddqn,339,249.0,34382,0.01
340,ddqn,340,774.0,34510,0.01
341,ddqn,341,612.0,34575,0.01
342,ddqn,342,615.0,34666,0.01
343,ddqn,343,611.0,34740,0.01
344,ddqn,344,1041.0,34880,0.01
345,ddqn,345,710.0,35144,0.01
346,ddqn,346,631.0,35219,0.01
347,ddqn,347,1016.0,35479,0.01
348,ddqn,348,1705.0,35680,0.01
349,ddqn,349,797.0,35914,0.01
350,ddqn,350,1326.0,36089,0.01
351,ddqn,351,627.0,36232,0.01
352,ddqn,352,641.0,36365,0.01
353,ddqn,353,654.0,36433,0.01
354,ddqn,354,641.0,36567,0.01
355,ddqn,355,626.0,36646,0.01
356,ddqn,356,554.0,37031,0.01
357,ddqn,357,1331.0,37186,0.01
358,ddqn,358,637.0,37257,0.01
359,ddqn,359,1349.0,37398,0.01
360,ddqn,360,236.0,37429,0.01
361,ddqn,361,250.0,37456,0.01
362,ddqn,362,615.0,37530,0.01
363,ddqn,363,628.0,37610,0.01
364,ddqn,364,761.0,37835,0.01
365,ddqn,365,765.0,37980,0.01
366,ddqn,366,612.0,38041,0.01
367,ddqn,367,624.0,38123,0.01
368,ddqn,368,1038.0,38298,0.01
369,ddqn,369,609.0,38355,0.01
370,ddqn,370,249.0,38382,0.01
371,ddqn,371,810.0,38547,0.01
372,ddqn,372,634.0,38634,0.01
373,ddqn,373,249.0,38661,0.01
374,ddqn,374,1320.0,38915,0.01
375,ddqn,375,814.0,39063,0.01
376,ddqn,376,1702.0,39266,0.01
377,ddqn,377,640.0,39344,0.01
378,ddqn,378,1059.0,39512,0.01
379,ddqn,379,249.0,39539,0.01
380,ddqn,380,1326.0,39713,0.01
381,ddqn,381,1332.0,39935,0.01
382,ddqn,382,1034.0,40119,0.01
383,ddqn,383,1347.0,40266,0.01
384,ddqn,384,1324.0,40448,0.01
385,ddqn,385,613.0,40521,0.01
386,ddqn,386,1025.0,40762,0.01
387,ddqn,387,623.0,40827,0.01
388,ddqn,388,610.0,40886,0.01
389,ddqn,389,612.0,40953,0.01
390,ddqn,390,636.0,41024,0.01
391,ddqn,391,1690.0,41223,0.01
392,ddqn,392,1331.0,41449,0.01
393,ddqn,393,608.0,41511,0.01
394,ddqn,394,611.0,41568,0.01
395,ddqn,395,628.0,41654,0.01
396,ddqn,396,630.0,41723,0.01
397,ddqn,397,605.0,41780,0.01
398,ddqn,398,617.0,41848,0.01
399,ddqn,399,789.0,42058,0.01
400,ddqn,400,654.0,42127,0.01
401,ddqn,401,1046.0,42263,0.01
402,ddqn,402,729.0,42496,0.01
403,ddqn,403,1319.0,42663,0.01
404,ddqn,404,640.0,42735,0.01
405,ddqn,405,1050.0,42854,0.01
406,ddqn,406,764.0,43096,0.01
407,ddqn,407,623.0,43167,0.01
408,ddqn,408,606.0,43258,0.01
409,ddqn,409,1046.0,43390,0.01
410,ddqn,410,606.0,43479,0.01
411,ddqn,411,653.0,43550,0.01
412,ddqn,412,819.0,43675,0.01
413,ddqn,413,1302.0,43966,0.01
414,ddqn,414,955.0,44552,0.01
415,ddqn,415,608.0,44612,0.01
416,ddqn,416,618.0,44674,0.01
417,ddqn,417,634.0,44742,0.01
418,ddqn,418,619.0,44984,0.01
419,ddqn,419,630.0,45065,0.01
420,ddqn,420,600.0,45201,0.01
421,ddqn,421,817.0,45333,0.01
422,ddqn,422,1048.0,45461,0.01
423,ddqn,423,1332.0,45638,0.01
424,ddqn,424,1041.0,45790,0.01
425,ddqn,425,765.0,45928,0.01
426,ddqn,426,618.0,46088,0.01
427,ddqn,427,623.0,46154,0.01
428,ddqn,428,638.0,46226,0.01
429,ddqn,429,810.0,46393,0.01
430,ddqn,430,1046.0,46521,0.01
431,ddqn,431,251.0,46549,0.01
432,ddqn,432,628.0,46747,0.01
433,ddqn,433,234.0,46779,0.01
434,ddqn,434,631.0,46860,0.01
435,ddqn,435,631.0,46948,0.01
436,ddqn,436,1346.0,47118,0.01
437,ddqn,437,610.0,47177,0.01
438,ddqn,438,759.0,47601,0.01
439,ddqn,439,610.0,47659,0.01
440,ddqn,440,629.0,47735,0.01
441,ddqn,441,1330.0,47950,0.01
442,ddqn,442,617.0,48018,0.01
443,ddqn,443,641.0,48153,0.01
444,ddqn,444,614.0,48235,0.01
445,ddqn,445,1338.0,48390,0.01
446,ddqn,446,622.0,48458,0.01
447,ddqn,447,1009.0,48775,0.01
448,ddqn,448,1042.0,48919,0.01
449,ddqn,449,251.0,48946,0.01
450,ddqn,450,638.0,49094,0.01
451,ddqn,451,769.0,49220,0.01
452,ddqn,452,612.0,49291,0.01
453,ddqn,453,771.0,49440,0.01
454,ddqn,454,743.0,49565,0.01
455,ddqn,455,755.0,49675,0.01
456,ddqn,456,251.0,49702,0.01
457,ddqn,457,1043.0,49850,0.01
458,ddqn,458,608.0,49917,0.01
459,ddqn,459,1030.0,50128,0.01
460,ddqn,460,610.0,50202,0.01
461,ddqn,461,1042.0,50362,0.01
462,ddqn,462,614.0,50436,0.01
463,ddqn,463,816.0,50576,0.01
464,ddqn,464,588.0,50753,0.01
465,ddqn,465,611.0,50810,0.01
466,ddqn,466,1333.0,50970,0.01
467,ddqn,467,699.0,51285,0.01
468,ddqn,468,610.0,51343,0.01
469,ddqn,469,616.0,51414,0.01
470,ddqn,470,1043.0,51561,0.01
471,ddqn,471,610.0,51618,0.01
472,ddqn,472,1322.0,51857,0.01
473,ddqn,473,610.0,51920,0.01
474,ddqn,474,609.0,51977,0.01
475,ddqn,475,604.0,52040,0.01
476,ddqn,476,946.0,52676,0.01
477,ddqn,477,251.0,52703,0.01
478,ddqn,478,622.0,52782,0.01
479,ddqn,479,612.0,52840,0.01
480,ddqn,480,251.0,52867,0.01
481,ddqn,481,245.0,52895,0.01
482,ddqn,482,812.0,53050,0.01
483,ddqn,483,813.0,53204,0.01
484,ddqn,484,591.0,53359,0.01
485,ddqn,485,610.0,53431,0.01
486,ddqn,486,610.0,53489,0.01
487,ddqn,487,607.0,53578,0.01
488,ddqn,488,799.0,53802,0.01
489,ddqn,489,1039.0,53960,0.01
490,ddqn,490,610.0,54023,0.01
491,ddqn,491,934.0,54723,0.01
492,ddqn,492,719.0,54829,0.01
493,ddqn,493,758.0,54992,0.01
494,ddqn,494,631.0,55072,0.01
495,ddqn,495,610.0,55129,0.01
496,ddqn,496,1319.0,55327,0.01
497,ddqn,497,763.0,55476,0.01
498,ddqn,498,1049.0,55583,0.01
499,ddqn,499,236.0,55615,0.01
500,ddqn,500,819.0,55738,0.01
501,ddqn,501,605.0,55823,0.01
502,ddqn,502,1031.0,56036,0.01
503,ddqn,503,631.0,56102,0.01
504,ddqn,504,1072.0,56215,0.01
505,ddqn,505,637.0,56284,0.01
506,ddqn,506,799.0,56506,0.01
507,ddqn,507,1347.0,56653,0.01
508,ddqn,508,235.0,56686,0.01
509,ddqn,509,607.0,56769,0.01
510,ddqn,510,635.0,56929,0.01
511,ddqn,511,588.0,57048,0.01
512,ddqn,512,924.0,57789,0.01
513,ddqn,513,768.0,57926,0.01
514,ddqn,514,608.0,57986,0.01
515,ddqn,515,252.0,58014,0.01
516,ddqn,516,1702.0,58188,0.01
517,ddqn,517,818.0,58318,0.01
518,ddqn,518,251.0,58345,0.01
519,ddqn,519,639.0,58416,0.01
520,ddqn,520,610.0,58473,0.01
521,ddqn,521,611.0,58532,0.01
522,ddqn,522,95.0,58619,0.01
523,ddqn,523,1693.0,58826,0.01
524,ddqn,524,608.0,58883,0.01
525,ddqn,525,754.0,58996,0.01
526,ddqn,526,609.0,59054,0.01
527,ddqn,527,817.0,59188,0.01
528,ddqn,528,251.0,59215,0.01
529,ddqn,529,1333.0,59356,0.01
530,ddqn,530,1041.0,59519,0.01
531,ddqn,531,611.0,59577,0.01
532,ddqn,532,799.0,59802,0.01
533,ddqn,533,1030.0,60020,0.01
534,ddqn,534,1331.0,60176,0.01
535,ddqn,535,1044.0,60313,0.01
536,ddqn,536,1348.0,60435,0.01
537,ddqn,537,139.0,62440,0.01
538,ddqn,538,250.0,62469,0.01
539,ddqn,539,1020.0,62735,0.01
540,ddqn,540,607.0,62806,0.01
541,ddqn,541,635.0,62887,0.01
542,ddqn,542,1340.0,63038,0.01
543,ddqn,543,744.0,63192,0.01
544,ddqn,544,738.0,63342,0.01
545,ddqn,545,1331.0,63584,0.01
546,ddqn,546,638.0,63666,0.01
547,ddqn,547,709.0,63935,0.01
548,ddqn,548,985.0,64469,0.01
549,ddqn,549,609.0,64535,0.01
550,ddqn,550,221.0,64572,0.01
551,ddqn,551,770.0,64700,0.01
552,ddqn,552,730.0,66419,0.01
553,ddqn,553,1341.0,66559,0.01
554,ddqn,554,252.0,66586,0.01
555,ddqn,555,605.0,66649,0.01
556,ddqn,556,609.0,66713,0.01
557,ddqn,557,784.0,66840,0.01
558,ddqn,558,243.0,66870,0.01
559,ddqn,559,1440.0,67018,0.01
560,ddqn,560,1337.0,67214,0.01
561,ddqn,561,650.0,67301,0.01
562,ddqn,562,621.0,67406,0.01
563,ddqn,563,607.0,67465,0.01
564,ddqn,564,1031.0,67676,0.01
565,ddqn,565,608.0,67733,0.01
566,ddqn,566,793.0,67984,0.01
567,ddqn,567,602.0,68088,0.01
568,ddqn,568,1846.0,68304,0.01
569,ddqn,569,1069.0,68417,0.01
570,ddqn,570,635.0,68492,0.01
571,ddqn,571,251.0,68519,0.01
572,ddqn,572,245.0,68546,0.01
573,ddqn,573,963.0,69083,0.01
574,ddqn,574,631.0,69150,0.01
575,ddqn,575,1039.0,69321,0.01
576,ddqn,576,245.0,69349,0.01
577,ddqn,577,1339.0,69540,0.01
578,ddqn,578,1041.0,69708,0.01
579,ddqn,579,627.0,69774,0.01
580,ddqn,580,1333.0,69986,0.01
581,ddqn,581,252.0,70013,0.01
582,ddqn,582,818.0,70142,0.01
583,ddqn,583,252.0,70169,0.01
584,ddqn,584,689.0,70474,0.01
585,ddqn,585,1345.0,70619,0.01
586,ddqn,586,252.0,70646,0.01
587,ddqn,587,1694.0,70841,0.01
588,ddqn,588,252.0,70868,0.01
589,ddqn,589,1328.0,71031,0.01
590,ddqn,590,1897.0,71353,0.01
591,ddqn,591,621.0,71422,0.01
592,ddqn,592,1028.0,71623,0.01
593,ddqn,593,609.0,71687,0.01
594,ddqn,594,605.0,71758,0.01
595,ddqn,595,246.0,71785,0.01
596,ddqn,596,1028.0,72003,0.01
597,ddqn,597,1327.0,72163,0.01
598,ddqn,598,251.0,72190,0.01
599,ddqn,599,252.0,72217,0.01
600,ddqn,600,235.0,72249,0.01
601,ddqn,601,252.0,72276,0.01
602,ddqn,602,252.0,72303,0.01
603,ddqn,603,1050.0,72418,0.01
604,ddqn,604,245.0,72446,0.01
605,ddqn,605,251.0,72473,0.01
606,ddqn,606,613.0,72538,0.01
607,ddqn,607,608.0,72604,0.01
608,ddqn,608,1848.0,72805,0.01
609,ddqn,609,1346.0,72952,0.01
610,ddqn,610,634.0,73028,0.01
611,ddqn,611,252.0,73055,0.01
612,ddqn,612,610.0,73112,0.01
613,ddqn,613,634.0,73188,0.01
614,ddqn,614,251.0,73215,0.01
615,ddqn,615,252.0,73242,0.01
616,ddqn,616,252.0,73269,0.01
617,ddqn,617,638.0,73350,0.01
618,ddqn,618,252.0,73377,0.01
619,ddqn,619,1048.0,73493,0.01
620,ddqn,620,252.0,73520,0.01
621,ddqn,621,1342.0,73688,0.01
622,ddqn,622,248.0,73715,0.01
623,ddqn,623,606.0,73794,0.01
624,ddqn,624,601.0,73925,0.01
625,ddqn,625,249.0,73952,0.01
626,ddqn,626,250.0,73979,0.01
627,ddqn,627,1334.0,74112,0.01
628,ddqn,628,729.0,74273,0.01
629,ddqn,629,248.0,74300,0.01
630,ddqn,630,818.0,74428,0.01
631,ddqn,631,1342.0,74605,0.01
632,ddqn,632,1050.0,74721,0.01
633,ddqn,633,611.0,74780,0.01
634,ddqn,634,1037.0,74954,0.01
635,ddqn,635,607.0,75013,0.01
636,ddqn,636,240.0,75042,0.01
637,ddqn,637,252.0,75069,0.01
638,ddqn,638,600.0,75150,0.01
639,ddqn,639,1038.0,75324,0.01
640,ddqn,640,818.0,75451,0.01
641,ddqn,641,606.0,75509,0.01
642,ddqn,642,609.0,75572,0.01
643,ddqn,643,610.0,75633,0.01
644,ddqn,644,1858.0,75854,0.01
645,ddqn,645,755.0,76006,0.01
646,ddqn,646,1021.0,76265,0.01
647,ddqn,647,641.0,76398,0.01
648,ddqn,648,1308.0,76621,0.01
649,ddqn,649,1684.0,76883,0.01
650,ddqn,650,1022.0,77132,0.01
651,ddqn,651,611.0,77198,0.01
652,ddqn,652,249.0,77226,0.01
653,ddqn,653,609.0,77284,0.01
654,ddqn,654,818.0,77413,0.01
655,ddqn,655,246.0,77440,0.01
656,ddqn,656,252.0,77467,0.01
657,ddqn,657,609.0,77526,0.01
658,ddqn,658,250.0,77553,0.01
659,ddqn,659,610.0,77610,0.01
660,ddqn,660,249.0,77638,0.01
661,ddqn,661,626.0,77711,0.01
662,ddqn,662,730.0,77927,0.01
663,ddqn,663,607.0,77989,0.01
664,ddqn,664,244.0,78017,0.01
665,ddqn,665,236.0,78051,0.01
666,ddqn,666,247.0,78079,0.01
667,ddqn,667,603.0,78155,0.01
668,ddqn,668,611.0,78225,0.01
669,ddqn,669,235.0,78257,0.01
670,ddqn,670,239.0,78287,0.01
671,ddqn,671,1032.0,78492,0.01
672,ddqn,672,610.0,78557,0.01
673,ddqn,673,246.0,78584,0.01
674,ddqn,674,1017.0,78859,0.01
675,ddqn,675,1333.0,79010,0.01
676,ddqn,676,250.0,79037,0.01
677,ddqn,677,641.0,79170,0.01
678,ddqn,678,1344.0,79335,0.01
679,ddqn,679,1043.0,79479,0.01
680,ddqn,680,248.0,79506,0.01
681,ddqn,681,1038.0,79677,0.01
682,ddqn,682,638.0,79748,0.01
683,ddqn,683,605.0,79810,0.01
684,ddqn,684,1022.0,80048,0.01
685,ddqn,685,605.0,80126,0.01
686,ddqn,686,235.0,80157,0.01
687,ddqn,687,1027.0,80368,0.01
688,ddqn,688,246.0,80395,0.01
689,ddqn,689,252.0,80422,0.01
